Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Incidents Recorded
2025,June,Cardinia,1 Residential,13 Grounds/surrounding land,1310 Farm Building,6
2025,June,Cardinia,1 Residential,13 Grounds/surrounding land,1311 Storage Cage,7
2025,June,Cardinia,1 Residential,13 Grounds/surrounding land,132 Backyard,45
2025,June,Cardinia,1 Residential,13 Grounds/surrounding land,133 Frontyard,151
2025,June,Cardinia,1 Residential,13 Grounds/surrounding land,134 Garage,49
2025,June,Cardinia,1 Residential,13 Grounds/surrounding land,135 Shed,37
2025,June,Cardinia,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,47
2025,June,Cardinia,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),18
2025,June,Cardinia,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,412
2025,June,Cardinia,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,14
2025,June,Cardinia,2 Community,21 Education,211 School,92
2025,June,Cardinia,2 Community,21 Education,212 School Grounds,31
2025,June,Cardinia,2 Community,21 Education,213 Other Educational,14
2025,June,Cardinia,2 Community,22 Health,221 Hospital,1
2025,June,Cardinia,2 Community,22 Health,222 Medical Centre,7
2025,June,Cardinia,2 Community,22 Health,223 Dental,1
2025,June,Cardinia,2 Community,22 Health,224 Other Health,14
2025,June,Cardinia,2 Community,23 Religious,231 Church,8
2025,June,Cardinia,2 Community,23 Religious,232 Other religious,4
2025,June,Cardinia,2 Community,24 Public Transport,241 Train,16
2025,June,Cardinia,2 Community,24 Public Transport,2410 Rail Track,1
2025,June,Cardinia,2 Community,24 Public Transport,242 Train Station,169
2025,June,Cardinia,2 Community,24 Public Transport,243 Railway Carpark,25
2025,June,Cardinia,2 Community,24 Public Transport,245 Bus/Bus Stop,14
2025,June,Cardinia,2 Community,24 Public Transport,246 Depot/Terminal,1
2025,June,Cardinia,2 Community,24 Public Transport,249 Taxi,1
2025,June,Cardinia,2 Community,25 Other Transport,251 Private Car,15
2025,June,Cardinia,2 Community,25 Other Transport,252 Airfield,1
2025,June,Cardinia,2 Community,25 Other Transport,255 Carpark (Single Level),193
2025,June,Cardinia,2 Community,25 Other Transport,256 Carpark (Multi Level),8
2025,June,Cardinia,2 Community,25 Other Transport,257 Other Transport Type/Area,11
2025,June,Cardinia,2 Community,26 Justice,261 Police Station,21
2025,June,Cardinia,2 Community,26 Justice,262 Court,1
2025,June,Cardinia,2 Community,26 Justice,264 Youth Training Centre,3
2025,June,Cardinia,2 Community,26 Justice,265 Other Justice Facility,1
2025,June,Cardinia,2 Community,27 Open Space,271 Parkland/Reserve,77
2025,June,Cardinia,2 Community,27 Open Space,272 Rural,12
2025,June,Cardinia,2 Community,27 Open Space,273 Vacant Block,5
2025,June,Cardinia,2 Community,27 Open Space,275 Other Open Space,16
2025,June,Cardinia,2 Community,27 Open Space,276 Beach Car Park,1
2025,June,Cardinia,2 Community,28 Street/footpath,281 Street/Lane/Footpath,1078
2025,June,Cardinia,2 Community,29 Other community location,291 Cemetery,1
2025,June,Cardinia,2 Community,29 Other community location,292 Civic Centre,5
2025,June,Cardinia,2 Community,29 Other community location,294 Car Wash,2
2025,June,Cardinia,3 Other,31 Admin/professional,311 Business Office,38
2025,June,Cardinia,3 Other,31 Admin/professional,312 Other Admin/Professional,20
2025,June,Cardinia,3 Other,32 Financial,321 Bank,1
2025,June,Cardinia,3 Other,32 Financial,323 ATM/Eftpos,2
2025,June,Cardinia,3 Other,33 Retail,331 Chemist/Pharmacy,14
2025,June,Cardinia,3 Other,33 Retail,3310 24Hr Convenience,17
2025,June,Cardinia,3 Other,33 Retail,3311 Restaurant/Fastfood,64
2025,June,Cardinia,3 Other,33 Retail,3312 Other Retail,239
2025,June,Cardinia,3 Other,33 Retail,332 Service Station,328
2025,June,Cardinia,3 Other,33 Retail,334 2nd Hand Dealer,2
2025,June,Cardinia,3 Other,33 Retail,335 Supermarket,132
2025,June,Cardinia,3 Other,33 Retail,336 Department Store,34
2025,June,Cardinia,3 Other,33 Retail,337 Shopping Complex,164
2025,June,Cardinia,3 Other,33 Retail,338 Car Sales Yard,30
2025,June,Cardinia,3 Other,33 Retail,339 Milkbar,3
2025,June,Cardinia,3 Other,34 Wholesale,341 Any Wholesale,4
2025,June,Cardinia,3 Other,35 Warehousing/storage,351 Warehousing/Storage,33
2025,June,Cardinia,3 Other,36 Manufacturing,361 Factory,48
2025,June,Cardinia,3 Other,36 Manufacturing,362 Any Manufacturing,6
2025,June,Cardinia,3 Other,37 Agricultural,371 Farmland/Agricultural,35
2025,June,Cardinia,3 Other,37 Agricultural,373 Other Agricultural,5
2025,June,Cardinia,3 Other,38 Recreational,381 Licensed Premises,89
2025,June,Cardinia,3 Other,38 Recreational,384 Sport Area/Facility,33
2025,June,Cardinia,3 Other,38 Recreational,385 Gaming Venue,10
2025,June,Cardinia,3 Other,38 Recreational,386 Other Rec./Sports,37
2025,June,Cardinia,3 Other,38 Recreational,387 Gym/Fitness,25
2025,June,Cardinia,3 Other,39 Other location,391 Brothel/Sexual Services Premises,1
2025,June,Cardinia,3 Other,39 Other location,392 Other Location (Not Elsewhere),69
2025,June,Cardinia,3 Other,39 Other location,393 Construction Site,38
2025,June,Cardinia,3 Other,39 Other location,394 Veterinary Clinic,3
2025,June,Casey,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,207
2025,June,Casey,1 Residential,11 Dwelling - private,112 House,8058
2025,June,Casey,1 Residential,11 Dwelling - private,113 Bungalow,8
2025,June,Casey,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,14
2025,June,Casey,1 Residential,11 Dwelling - private,115 Houseboat,1
2025,June,Casey,1 Residential,11 Dwelling - private,116 Ministry Of Housing,7
2025,June,Casey,1 Residential,11 Dwelling - private,117 Farm House,12
2025,June,Casey,1 Residential,12 Dwelling  - non-private,121 Boarding House,32
2025,June,Casey,1 Residential,12 Dwelling  - non-private,122 Holiday Home,17
2025,June,Casey,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2025,June,Casey,1 Residential,12 Dwelling  - non-private,124 Nursing Home,19
2025,June,Casey,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,49
2025,June,Casey,1 Residential,12 Dwelling  - non-private,126 Sexual Services Premises,1
2025,June,Casey,1 Residential,12 Dwelling  - non-private,127 Other Dwelling,8
2025,June,Casey,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,2
2025,June,Casey,1 Residential,13 Grounds/surrounding land,1310 Farm Building,9
2025,June,Casey,1 Residential,13 Grounds/surrounding land,1311 Storage Cage,10
2025,June,Casey,1 Residential,13 Grounds/surrounding land,132 Backyard,126
2025,June,Casey,1 Residential,13 Grounds/surrounding land,133 Frontyard,492
2025,June,Casey,1 Residential,13 Grounds/surrounding land,134 Garage,151
2025,June,Casey,1 Residential,13 Grounds/surrounding land,135 Shed,28
2025,June,Casey,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,272
2025,June,Casey,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),43
2025,June,Casey,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,1054
2025,June,Casey,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,32
2025,June,Casey,2 Community,21 Education,211 School,214
2025,June,Casey,2 Community,21 Education,212 School Grounds,96
2025,June,Casey,2 Community,21 Education,213 Other Educational,40
2025,June,Casey,2 Community,22 Health,221 Hospital,57
2025,June,Casey,2 Community,22 Health,222 Medical Centre,31
2025,June,Casey,2 Community,22 Health,223 Dental,1
2025,June,Casey,2 Community,22 Health,224 Other Health,21
2025,June,Casey,2 Community,23 Religious,231 Church,40
2025,June,Casey,2 Community,23 Religious,232 Other religious,8
2025,June,Casey,2 Community,24 Public Transport,241 Train,10
2025,June,Casey,2 Community,24 Public Transport,2410 Rail Track,1
2025,June,Casey,2 Community,24 Public Transport,242 Train Station,325
2025,June,Casey,2 Community,24 Public Transport,243 Railway Carpark,199
2025,June,Casey,2 Community,24 Public Transport,245 Bus/Bus Stop,52
2025,June,Casey,2 Community,24 Public Transport,249 Taxi,4
2025,June,Casey,2 Community,25 Other Transport,251 Private Car,22
2025,June,Casey,2 Community,25 Other Transport,252 Airfield,1
2025,June,Casey,2 Community,25 Other Transport,254 Dock/Wharf,3
2025,June,Casey,2 Community,25 Other Transport,255 Carpark (Single Level),805
2025,June,Casey,2 Community,25 Other Transport,256 Carpark (Multi Level),161
2025,June,Casey,2 Community,25 Other Transport,257 Other Transport Type/Area,23
2025,June,Casey,2 Community,26 Justice,261 Police Station,55
2025,June,Casey,2 Community,26 Justice,262 Court,2
2025,June,Casey,2 Community,26 Justice,264 Youth Training Centre,3
2025,June,Casey,2 Community,26 Justice,265 Other Justice Facility,2
2025,June,Casey,2 Community,27 Open Space,271 Parkland/Reserve,177
2025,June,Casey,2 Community,27 Open Space,272 Rural,6
2025,June,Casey,2 Community,27 Open Space,273 Vacant Block,13
2025,June,Casey,2 Community,27 Open Space,274 Beach Foreshore,2
2025,June,Casey,2 Community,27 Open Space,275 Other Open Space,74
2025,June,Casey,2 Community,27 Open Space,276 Beach Car Park,1
2025,June,Casey,2 Community,28 Street/footpath,281 Street/Lane/Footpath,3054
2025,June,Casey,2 Community,29 Other community location,291 Cemetery,1
2025,June,Casey,2 Community,29 Other community location,292 Civic Centre,26
2025,June,Casey,2 Community,29 Other community location,294 Car Wash,16
2025,June,Casey,3 Other,31 Admin/professional,311 Business Office,71
2025,June,Casey,3 Other,31 Admin/professional,312 Other Admin/Professional,22
2025,June,Casey,3 Other,32 Financial,321 Bank,9
2025,June,Casey,3 Other,32 Financial,323 ATM/Eftpos,4
2025,June,Casey,3 Other,32 Financial,324 Other Financial,2
2025,June,Casey,3 Other,33 Retail,331 Chemist/Pharmacy,41
2025,June,Casey,3 Other,33 Retail,3310 24Hr Convenience,104
2025,June,Casey,3 Other,33 Retail,3311 Restaurant/Fastfood,300
2025,June,Casey,3 Other,33 Retail,3312 Other Retail,743
2025,June,Casey,3 Other,33 Retail,332 Service Station,948
2025,June,Casey,3 Other,33 Retail,333 Jeweller,5
2025,June,Casey,3 Other,33 Retail,334 2nd Hand Dealer,4
2025,June,Casey,3 Other,33 Retail,335 Supermarket,299
2025,June,Casey,3 Other,33 Retail,336 Department Store,130
2025,June,Casey,3 Other,33 Retail,337 Shopping Complex,973
2025,June,Casey,3 Other,33 Retail,338 Car Sales Yard,127
2025,June,Casey,3 Other,33 Retail,339 Milkbar,31
2025,June,Casey,3 Other,34 Wholesale,341 Any Wholesale,11
2025,June,Casey,3 Other,35 Warehousing/storage,351 Warehousing/Storage,112
2025,June,Casey,3 Other,36 Manufacturing,361 Factory,99
2025,June,Casey,3 Other,36 Manufacturing,362 Any Manufacturing,28
2025,June,Casey,3 Other,37 Agricultural,371 Farmland/Agricultural,24
2025,June,Casey,3 Other,37 Agricultural,373 Other Agricultural,3
2025,June,Casey,3 Other,38 Recreational,381 Licensed Premises,220
2025,June,Casey,3 Other,38 Recreational,382 Tab,3
2025,June,Casey,3 Other,38 Recreational,383 Cinema,6
2025,June,Casey,3 Other,38 Recreational,384 Sport Area/Facility,90
2025,June,Casey,3 Other,38 Recreational,385 Gaming Venue,29
2025,June,Casey,3 Other,38 Recreational,386 Other Rec./Sports,50
2025,June,Casey,3 Other,38 Recreational,387 Gym/Fitness,92
2025,June,Casey,3 Other,39 Other location,391 Brothel/Sexual Services Premises,4
2025,June,Casey,3 Other,39 Other location,392 Other Location (Not Elsewhere),145
2025,June,Casey,3 Other,39 Other location,393 Construction Site,135
2025,June,Casey,3 Other,39 Other location,394 Veterinary Clinic,8
2025,June,Central Goldfields,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,42
2025,June,Central Goldfields,1 Residential,11 Dwelling - private,112 House,367
2025,June,Central Goldfields,1 Residential,11 Dwelling - private,113 Bungalow,4
2025,June,Central Goldfields,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,5
2025,June,Central Goldfields,1 Residential,11 Dwelling - private,116 Ministry Of Housing,3
2025,June,Central Goldfields,1 Residential,11 Dwelling - private,117 Farm House,6
2025,June,Central Goldfields,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2025,June,Central Goldfields,1 Residential,12 Dwelling  - non-private,122 Holiday Home,5
2025,June,Central Goldfields,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2025,June,Central Goldfields,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,1
2025,June,Central Goldfields,1 Residential,12 Dwelling  - non-private,127 Other Dwelling,3
2025,June,Central Goldfields,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,1
2025,June,Central Goldfields,1 Residential,13 Grounds/surrounding land,1310 Farm Building,1
2025,June,Central Goldfields,1 Residential,13 Grounds/surrounding land,132 Backyard,22
2025,June,Central Goldfields,1 Residential,13 Grounds/surrounding land,133 Frontyard,34
2025,June,Central Goldfields,1 Residential,13 Grounds/surrounding land,134 Garage,3
2025,June,Central Goldfields,1 Residential,13 Grounds/surrounding land,135 Shed,26
2025,June,Central Goldfields,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),2
2025,June,Central Goldfields,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,24
2025,June,Central Goldfields,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,4
2025,June,Central Goldfields,2 Community,21 Education,211 School,14
2025,June,Central Goldfields,2 Community,21 Education,212 School Grounds,1
2025,June,Central Goldfields,2 Community,21 Education,213 Other Educational,1
2025,June,Central Goldfields,2 Community,22 Health,221 Hospital,4
2025,June,Central Goldfields,2 Community,22 Health,222 Medical Centre,2
2025,June,Central Goldfields,2 Community,22 Health,224 Other Health,1
2025,June,Central Goldfields,2 Community,23 Religious,231 Church,1
2025,June,Central Goldfields,2 Community,24 Public Transport,242 Train Station,4
2025,June,Central Goldfields,2 Community,24 Public Transport,243 Railway Carpark,2
2025,June,Central Goldfields,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2025,June,Central Goldfields,2 Community,24 Public Transport,249 Taxi,2
2025,June,Central Goldfields,2 Community,25 Other Transport,251 Private Car,6
2025,June,Central Goldfields,2 Community,25 Other Transport,255 Carpark (Single Level),14
2025,June,Central Goldfields,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2025,June,Central Goldfields,2 Community,26 Justice,261 Police Station,15
2025,June,Central Goldfields,2 Community,26 Justice,262 Court,32
2025,June,Central Goldfields,2 Community,27 Open Space,271 Parkland/Reserve,26
2025,June,Central Goldfields,2 Community,27 Open Space,272 Rural,7
2025,June,Central Goldfields,2 Community,27 Open Space,275 Other Open Space,6
2025,June,Central Goldfields,2 Community,28 Street/footpath,281 Street/Lane/Footpath,175
2025,June,Central Goldfields,2 Community,29 Other community location,292 Civic Centre,4
2025,June,Central Goldfields,2 Community,29 Other community location,294 Car Wash,2
2025,June,Central Goldfields,3 Other,31 Admin/professional,311 Business Office,7
2025,June,Central Goldfields,3 Other,31 Admin/professional,312 Other Admin/Professional,6
2025,June,Central Goldfields,3 Other,32 Financial,323 ATM/Eftpos,1
2025,June,Central Goldfields,3 Other,33 Retail,331 Chemist/Pharmacy,4
2025,June,Central Goldfields,3 Other,33 Retail,3311 Restaurant/Fastfood,12
2025,June,Central Goldfields,3 Other,33 Retail,3312 Other Retail,35
2025,June,Central Goldfields,3 Other,33 Retail,332 Service Station,27
2025,June,Central Goldfields,3 Other,33 Retail,334 2nd Hand Dealer,2
2025,June,Central Goldfields,3 Other,33 Retail,335 Supermarket,23
2025,June,Central Goldfields,3 Other,33 Retail,336 Department Store,3
2025,June,Central Goldfields,3 Other,33 Retail,337 Shopping Complex,14
2025,June,Central Goldfields,3 Other,33 Retail,338 Car Sales Yard,4
2025,June,Central Goldfields,3 Other,33 Retail,339 Milkbar,1
2025,June,Central Goldfields,3 Other,35 Warehousing/storage,351 Warehousing/Storage,5
2025,June,Central Goldfields,3 Other,36 Manufacturing,361 Factory,2
2025,June,Central Goldfields,3 Other,36 Manufacturing,362 Any Manufacturing,1
2025,June,Central Goldfields,3 Other,37 Agricultural,371 Farmland/Agricultural,9
2025,June,Central Goldfields,3 Other,37 Agricultural,373 Other Agricultural,1
2025,June,Central Goldfields,3 Other,38 Recreational,381 Licensed Premises,20
2025,June,Central Goldfields,3 Other,38 Recreational,384 Sport Area/Facility,6
2025,June,Central Goldfields,3 Other,38 Recreational,385 Gaming Venue,5
2025,June,Central Goldfields,3 Other,38 Recreational,386 Other Rec./Sports,4
2025,June,Central Goldfields,3 Other,38 Recreational,387 Gym/Fitness,1
2025,June,Central Goldfields,3 Other,39 Other location,392 Other Location (Not Elsewhere),12
2025,June,Central Goldfields,3 Other,39 Other location,393 Construction Site,3
2025,June,Colac-Otway,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,50
2025,June,Colac-Otway,1 Residential,11 Dwelling - private,112 House,447
2025,June,Colac-Otway,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,7
2025,June,Colac-Otway,1 Residential,11 Dwelling - private,116 Ministry Of Housing,2
2025,June,Colac-Otway,1 Residential,11 Dwelling - private,117 Farm House,13
2025,June,Colac-Otway,1 Residential,12 Dwelling  - non-private,121 Boarding House,3
2025,June,Colac-Otway,1 Residential,12 Dwelling  - non-private,123 Guest House,2
2025,June,Colac-Otway,1 Residential,12 Dwelling  - non-private,124 Nursing Home,2
2025,June,Colac-Otway,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,3
2025,June,Colac-Otway,1 Residential,13 Grounds/surrounding land,1310 Farm Building,5
2025,June,Colac-Otway,1 Residential,13 Grounds/surrounding land,132 Backyard,19
2025,June,Colac-Otway,1 Residential,13 Grounds/surrounding land,133 Frontyard,30
2025,June,Colac-Otway,1 Residential,13 Grounds/surrounding land,134 Garage,11
2025,June,Colac-Otway,1 Residential,13 Grounds/surrounding land,135 Shed,9
2025,June,Colac-Otway,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,2
2025,June,Colac-Otway,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),3
2025,June,Colac-Otway,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,31
2025,June,Colac-Otway,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,4
2025,June,Colac-Otway,2 Community,21 Education,211 School,11
2025,June,Colac-Otway,2 Community,21 Education,212 School Grounds,5
2025,June,Colac-Otway,2 Community,21 Education,213 Other Educational,1
2025,June,Colac-Otway,2 Community,22 Health,221 Hospital,1
2025,June,Colac-Otway,2 Community,22 Health,222 Medical Centre,2
2025,June,Colac-Otway,2 Community,22 Health,224 Other Health,1
2025,June,Colac-Otway,2 Community,23 Religious,231 Church,6
2025,June,Colac-Otway,2 Community,24 Public Transport,241 Train,1
2025,June,Colac-Otway,2 Community,24 Public Transport,242 Train Station,9
2025,June,Colac-Otway,2 Community,24 Public Transport,243 Railway Carpark,6
2025,June,Colac-Otway,2 Community,25 Other Transport,251 Private Car,6
2025,June,Colac-Otway,2 Community,25 Other Transport,254 Dock/Wharf,2
2025,June,Colac-Otway,2 Community,25 Other Transport,255 Carpark (Single Level),20
2025,June,Colac-Otway,2 Community,25 Other Transport,257 Other Transport Type/Area,2
2025,June,Colac-Otway,2 Community,26 Justice,261 Police Station,9
2025,June,Colac-Otway,2 Community,26 Justice,262 Court,64
2025,June,Colac-Otway,2 Community,27 Open Space,271 Parkland/Reserve,30
2025,June,Colac-Otway,2 Community,27 Open Space,272 Rural,4
2025,June,Colac-Otway,2 Community,27 Open Space,274 Beach Foreshore,1
2025,June,Colac-Otway,2 Community,27 Open Space,275 Other Open Space,4
2025,June,Colac-Otway,2 Community,28 Street/footpath,281 Street/Lane/Footpath,167
2025,June,Colac-Otway,2 Community,29 Other community location,291 Cemetery,1
2025,June,Colac-Otway,2 Community,29 Other community location,292 Civic Centre,2
2025,June,Colac-Otway,3 Other,31 Admin/professional,311 Business Office,6
2025,June,Colac-Otway,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2025,June,Colac-Otway,3 Other,32 Financial,321 Bank,2
2025,June,Colac-Otway,3 Other,32 Financial,323 ATM/Eftpos,3
2025,June,Colac-Otway,3 Other,33 Retail,3310 24Hr Convenience,2
2025,June,Colac-Otway,3 Other,33 Retail,3311 Restaurant/Fastfood,7
2025,June,Colac-Otway,3 Other,33 Retail,3312 Other Retail,44
2025,June,Colac-Otway,3 Other,33 Retail,332 Service Station,44
2025,June,Colac-Otway,3 Other,33 Retail,335 Supermarket,18
2025,June,Colac-Otway,3 Other,33 Retail,336 Department Store,25
2025,June,Colac-Otway,3 Other,33 Retail,337 Shopping Complex,8
2025,June,Colac-Otway,3 Other,33 Retail,338 Car Sales Yard,3
2025,June,Colac-Otway,3 Other,35 Warehousing/storage,351 Warehousing/Storage,2
2025,June,Colac-Otway,3 Other,36 Manufacturing,361 Factory,9
2025,June,Colac-Otway,3 Other,36 Manufacturing,362 Any Manufacturing,2
2025,June,Colac-Otway,3 Other,37 Agricultural,371 Farmland/Agricultural,14
2025,June,Colac-Otway,3 Other,37 Agricultural,373 Other Agricultural,2
2025,June,Colac-Otway,3 Other,38 Recreational,381 Licensed Premises,22
2025,June,Colac-Otway,3 Other,38 Recreational,383 Cinema,1
2025,June,Colac-Otway,3 Other,38 Recreational,384 Sport Area/Facility,5
2025,June,Colac-Otway,3 Other,38 Recreational,385 Gaming Venue,2
2025,June,Colac-Otway,3 Other,38 Recreational,386 Other Rec./Sports,8
2025,June,Colac-Otway,3 Other,38 Recreational,387 Gym/Fitness,1
2025,June,Colac-Otway,3 Other,39 Other location,391 Brothel/Sexual Services Premises,1
2025,June,Colac-Otway,3 Other,39 Other location,392 Other Location (Not Elsewhere),17
2025,June,Colac-Otway,3 Other,39 Other location,393 Construction Site,3
2025,June,Colac-Otway,3 Other,39 Other location,394 Veterinary Clinic,1
2025,June,Corangamite,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,8
2025,June,Corangamite,1 Residential,11 Dwelling - private,112 House,241
2025,June,Corangamite,1 Residential,11 Dwelling - private,116 Ministry Of Housing,1
2025,June,Corangamite,1 Residential,11 Dwelling - private,117 Farm House,13
2025,June,Corangamite,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2025,June,Corangamite,1 Residential,12 Dwelling  - non-private,123 Guest House,2
2025,June,Corangamite,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2025,June,Corangamite,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,2
2025,June,Corangamite,1 Residential,13 Grounds/surrounding land,1310 Farm Building,6
2025,June,Corangamite,1 Residential,13 Grounds/surrounding land,132 Backyard,12
2025,June,Corangamite,1 Residential,13 Grounds/surrounding land,133 Frontyard,12
2025,June,Corangamite,1 Residential,13 Grounds/surrounding land,134 Garage,7
2025,June,Corangamite,1 Residential,13 Grounds/surrounding land,135 Shed,22
2025,June,Corangamite,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,1
2025,June,Corangamite,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),2
2025,June,Corangamite,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,18
2025,June,Corangamite,2 Community,21 Education,211 School,12
2025,June,Corangamite,2 Community,21 Education,212 School Grounds,4
2025,June,Corangamite,2 Community,22 Health,221 Hospital,2
2025,June,Corangamite,2 Community,24 Public Transport,241 Train,2
2025,June,Corangamite,2 Community,24 Public Transport,2410 Rail Track,2
2025,June,Corangamite,2 Community,24 Public Transport,243 Railway Carpark,2
2025,June,Corangamite,2 Community,25 Other Transport,255 Carpark (Single Level),8
2025,June,Corangamite,2 Community,25 Other Transport,257 Other Transport Type/Area,2
2025,June,Corangamite,2 Community,26 Justice,261 Police Station,3
2025,June,Corangamite,2 Community,27 Open Space,271 Parkland/Reserve,12
2025,June,Corangamite,2 Community,27 Open Space,272 Rural,6
2025,June,Corangamite,2 Community,27 Open Space,274 Beach Foreshore,2
2025,June,Corangamite,2 Community,27 Open Space,275 Other Open Space,2
2025,June,Corangamite,2 Community,28 Street/footpath,281 Street/Lane/Footpath,111
2025,June,Corangamite,2 Community,29 Other community location,291 Cemetery,1
2025,June,Corangamite,2 Community,29 Other community location,292 Civic Centre,3
2025,June,Corangamite,2 Community,29 Other community location,294 Car Wash,1
2025,June,Corangamite,3 Other,31 Admin/professional,311 Business Office,3
2025,June,Corangamite,3 Other,31 Admin/professional,312 Other Admin/Professional,2
2025,June,Corangamite,3 Other,32 Financial,321 Bank,1
2025,June,Corangamite,3 Other,33 Retail,3310 24Hr Convenience,1
2025,June,Corangamite,3 Other,33 Retail,3311 Restaurant/Fastfood,6
2025,June,Corangamite,3 Other,33 Retail,3312 Other Retail,19
2025,June,Corangamite,3 Other,33 Retail,332 Service Station,28
2025,June,Corangamite,3 Other,33 Retail,335 Supermarket,13
2025,June,Corangamite,3 Other,33 Retail,336 Department Store,3
2025,June,Corangamite,3 Other,33 Retail,337 Shopping Complex,7
2025,June,Corangamite,3 Other,33 Retail,339 Milkbar,2
2025,June,Corangamite,3 Other,34 Wholesale,341 Any Wholesale,1
2025,June,Corangamite,3 Other,35 Warehousing/storage,351 Warehousing/Storage,2
2025,June,Corangamite,3 Other,36 Manufacturing,362 Any Manufacturing,1
2025,June,Corangamite,3 Other,37 Agricultural,371 Farmland/Agricultural,20
2025,June,Corangamite,3 Other,37 Agricultural,373 Other Agricultural,6
2025,June,Corangamite,3 Other,38 Recreational,381 Licensed Premises,9
2025,June,Corangamite,3 Other,38 Recreational,386 Other Rec./Sports,7
2025,June,Corangamite,3 Other,39 Other location,392 Other Location (Not Elsewhere),2
2025,June,Corangamite,3 Other,39 Other location,393 Construction Site,2
2025,June,Corangamite,3 Other,39 Other location,394 Veterinary Clinic,1
2025,June,Darebin,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,967
2025,June,Darebin,1 Residential,11 Dwelling - private,112 House,2887
2025,June,Darebin,1 Residential,11 Dwelling - private,113 Bungalow,13
2025,June,Darebin,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,4
2025,June,Darebin,1 Residential,11 Dwelling - private,116 Ministry Of Housing,45
2025,June,Darebin,1 Residential,12 Dwelling  - non-private,121 Boarding House,12
2025,June,Darebin,1 Residential,12 Dwelling  - non-private,122 Holiday Home,3
2025,June,Darebin,1 Residential,12 Dwelling  - non-private,124 Nursing Home,12
2025,June,Darebin,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,40
2025,June,Darebin,1 Residential,12 Dwelling  - non-private,127 Other Dwelling,22
2025,June,Darebin,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,4
2025,June,Darebin,1 Residential,13 Grounds/surrounding land,1311 Storage Cage,69
2025,June,Darebin,1 Residential,13 Grounds/surrounding land,132 Backyard,87
2025,June,Darebin,1 Residential,13 Grounds/surrounding land,133 Frontyard,334
2025,June,Darebin,1 Residential,13 Grounds/surrounding land,134 Garage,133
2025,June,Darebin,1 Residential,13 Grounds/surrounding land,135 Shed,31
2025,June,Darebin,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,29
2025,June,Darebin,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),47
2025,June,Darebin,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,698
2025,June,Darebin,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,310
2025,June,Darebin,2 Community,21 Education,211 School,58
2025,June,Darebin,2 Community,21 Education,212 School Grounds,45
2025,June,Darebin,2 Community,21 Education,213 Other Educational,39
2025,June,Darebin,2 Community,22 Health,221 Hospital,2
2025,June,Darebin,2 Community,22 Health,222 Medical Centre,18
2025,June,Darebin,2 Community,22 Health,223 Dental,5
2025,June,Darebin,2 Community,22 Health,224 Other Health,24
