Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Incidents Recorded
2025,June,Baw Baw,2 Community,21 Education,213 Other Educational,6
2025,June,Baw Baw,2 Community,22 Health,221 Hospital,15
2025,June,Baw Baw,2 Community,22 Health,222 Medical Centre,3
2025,June,Baw Baw,2 Community,22 Health,224 Other Health,7
2025,June,Baw Baw,2 Community,23 Religious,231 Church,6
2025,June,Baw Baw,2 Community,23 Religious,232 Other religious,2
2025,June,Baw Baw,2 Community,24 Public Transport,241 Train,9
2025,June,Baw Baw,2 Community,24 Public Transport,2410 Rail Track,2
2025,June,Baw Baw,2 Community,24 Public Transport,242 Train Station,62
2025,June,Baw Baw,2 Community,24 Public Transport,243 Railway Carpark,25
2025,June,Baw Baw,2 Community,24 Public Transport,245 Bus/Bus Stop,7
2025,June,Baw Baw,2 Community,25 Other Transport,251 Private Car,1
2025,June,Baw Baw,2 Community,25 Other Transport,255 Carpark (Single Level),84
2025,June,Baw Baw,2 Community,25 Other Transport,256 Carpark (Multi Level),3
2025,June,Baw Baw,2 Community,25 Other Transport,257 Other Transport Type/Area,7
2025,June,Baw Baw,2 Community,26 Justice,261 Police Station,25
2025,June,Baw Baw,2 Community,26 Justice,262 Court,1
2025,June,Baw Baw,2 Community,26 Justice,265 Other Justice Facility,3
2025,June,Baw Baw,2 Community,27 Open Space,271 Parkland/Reserve,74
2025,June,Baw Baw,2 Community,27 Open Space,272 Rural,15
2025,June,Baw Baw,2 Community,27 Open Space,273 Vacant Block,4
2025,June,Baw Baw,2 Community,27 Open Space,275 Other Open Space,28
2025,June,Baw Baw,2 Community,28 Street/footpath,281 Street/Lane/Footpath,582
2025,June,Baw Baw,2 Community,29 Other community location,291 Cemetery,2
2025,June,Baw Baw,2 Community,29 Other community location,292 Civic Centre,3
2025,June,Baw Baw,2 Community,29 Other community location,293 Gallery,1
2025,June,Baw Baw,2 Community,29 Other community location,294 Car Wash,3
2025,June,Baw Baw,3 Other,31 Admin/professional,311 Business Office,18
2025,June,Baw Baw,3 Other,31 Admin/professional,312 Other Admin/Professional,7
2025,June,Baw Baw,3 Other,32 Financial,321 Bank,3
2025,June,Baw Baw,3 Other,33 Retail,331 Chemist/Pharmacy,6
2025,June,Baw Baw,3 Other,33 Retail,3310 24Hr Convenience,9
2025,June,Baw Baw,3 Other,33 Retail,3311 Restaurant/Fastfood,57
2025,June,Baw Baw,3 Other,33 Retail,3312 Other Retail,133
2025,June,Baw Baw,3 Other,33 Retail,332 Service Station,130
2025,June,Baw Baw,3 Other,33 Retail,333 Jeweller,2
2025,June,Baw Baw,3 Other,33 Retail,334 2nd Hand Dealer,1
2025,June,Baw Baw,3 Other,33 Retail,335 Supermarket,92
2025,June,Baw Baw,3 Other,33 Retail,336 Department Store,24
2025,June,Baw Baw,3 Other,33 Retail,337 Shopping Complex,32
2025,June,Baw Baw,3 Other,33 Retail,338 Car Sales Yard,13
2025,June,Baw Baw,3 Other,33 Retail,339 Milkbar,3
2025,June,Baw Baw,3 Other,34 Wholesale,341 Any Wholesale,4
2025,June,Baw Baw,3 Other,35 Warehousing/storage,351 Warehousing/Storage,14
2025,June,Baw Baw,3 Other,36 Manufacturing,361 Factory,23
2025,June,Baw Baw,3 Other,36 Manufacturing,362 Any Manufacturing,8
2025,June,Baw Baw,3 Other,37 Agricultural,371 Farmland/Agricultural,20
2025,June,Baw Baw,3 Other,37 Agricultural,373 Other Agricultural,8
2025,June,Baw Baw,3 Other,38 Recreational,381 Licensed Premises,54
2025,June,Baw Baw,3 Other,38 Recreational,383 Cinema,1
2025,June,Baw Baw,3 Other,38 Recreational,384 Sport Area/Facility,35
2025,June,Baw Baw,3 Other,38 Recreational,385 Gaming Venue,2
2025,June,Baw Baw,3 Other,38 Recreational,386 Other Rec./Sports,21
2025,June,Baw Baw,3 Other,38 Recreational,387 Gym/Fitness,9
2025,June,Baw Baw,3 Other,39 Other location,391 Brothel/Sexual Services Premises,2
2025,June,Baw Baw,3 Other,39 Other location,392 Other Location (Not Elsewhere),41
2025,June,Baw Baw,3 Other,39 Other location,393 Construction Site,17
2025,June,Baw Baw,3 Other,39 Other location,394 Veterinary Clinic,2
2025,June,Bayside,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,292
2025,June,Bayside,1 Residential,11 Dwelling - private,112 House,1287
2025,June,Bayside,1 Residential,11 Dwelling - private,113 Bungalow,3
2025,June,Bayside,1 Residential,11 Dwelling - private,116 Ministry Of Housing,28
2025,June,Bayside,1 Residential,11 Dwelling - private,117 Farm House,1
2025,June,Bayside,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2025,June,Bayside,1 Residential,12 Dwelling  - non-private,122 Holiday Home,2
2025,June,Bayside,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2025,June,Bayside,1 Residential,12 Dwelling  - non-private,124 Nursing Home,10
2025,June,Bayside,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,4
2025,June,Bayside,1 Residential,12 Dwelling  - non-private,127 Other Dwelling,5
2025,June,Bayside,1 Residential,13 Grounds/surrounding land,1311 Storage Cage,20
2025,June,Bayside,1 Residential,13 Grounds/surrounding land,132 Backyard,24
2025,June,Bayside,1 Residential,13 Grounds/surrounding land,133 Frontyard,110
2025,June,Bayside,1 Residential,13 Grounds/surrounding land,134 Garage,37
2025,June,Bayside,1 Residential,13 Grounds/surrounding land,135 Shed,4
2025,June,Bayside,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,28
2025,June,Bayside,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),19
2025,June,Bayside,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,257
2025,June,Bayside,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,66
2025,June,Bayside,2 Community,21 Education,211 School,25
2025,June,Bayside,2 Community,21 Education,212 School Grounds,15
2025,June,Bayside,2 Community,21 Education,213 Other Educational,2
2025,June,Bayside,2 Community,22 Health,221 Hospital,6
2025,June,Bayside,2 Community,22 Health,222 Medical Centre,7
2025,June,Bayside,2 Community,22 Health,223 Dental,5
2025,June,Bayside,2 Community,22 Health,224 Other Health,8
2025,June,Bayside,2 Community,23 Religious,231 Church,5
2025,June,Bayside,2 Community,24 Public Transport,241 Train,5
2025,June,Bayside,2 Community,24 Public Transport,2410 Rail Track,1
2025,June,Bayside,2 Community,24 Public Transport,242 Train Station,76
2025,June,Bayside,2 Community,24 Public Transport,243 Railway Carpark,6
2025,June,Bayside,2 Community,24 Public Transport,245 Bus/Bus Stop,8
2025,June,Bayside,2 Community,24 Public Transport,248 Office (Public transport office Only),1
2025,June,Bayside,2 Community,25 Other Transport,251 Private Car,4
2025,June,Bayside,2 Community,25 Other Transport,252 Airfield,1
2025,June,Bayside,2 Community,25 Other Transport,254 Dock/Wharf,1
2025,June,Bayside,2 Community,25 Other Transport,255 Carpark (Single Level),93
2025,June,Bayside,2 Community,25 Other Transport,256 Carpark (Multi Level),8
2025,June,Bayside,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2025,June,Bayside,2 Community,26 Justice,261 Police Station,6
2025,June,Bayside,2 Community,26 Justice,262 Court,7
2025,June,Bayside,2 Community,26 Justice,269 Other Justice (nec),1
2025,June,Bayside,2 Community,27 Open Space,271 Parkland/Reserve,21
2025,June,Bayside,2 Community,27 Open Space,274 Beach Foreshore,25
2025,June,Bayside,2 Community,27 Open Space,275 Other Open Space,8
2025,June,Bayside,2 Community,27 Open Space,276 Beach Car Park,6
2025,June,Bayside,2 Community,28 Street/footpath,281 Street/Lane/Footpath,1013
2025,June,Bayside,2 Community,29 Other community location,291 Cemetery,1
2025,June,Bayside,2 Community,29 Other community location,292 Civic Centre,3
2025,June,Bayside,2 Community,29 Other community location,294 Car Wash,2
2025,June,Bayside,3 Other,31 Admin/professional,311 Business Office,22
2025,June,Bayside,3 Other,31 Admin/professional,312 Other Admin/Professional,8
2025,June,Bayside,3 Other,32 Financial,321 Bank,1
2025,June,Bayside,3 Other,33 Retail,331 Chemist/Pharmacy,13
2025,June,Bayside,3 Other,33 Retail,3310 24Hr Convenience,15
2025,June,Bayside,3 Other,33 Retail,3311 Restaurant/Fastfood,72
2025,June,Bayside,3 Other,33 Retail,3312 Other Retail,208
2025,June,Bayside,3 Other,33 Retail,332 Service Station,79
2025,June,Bayside,3 Other,33 Retail,333 Jeweller,2
2025,June,Bayside,3 Other,33 Retail,334 2nd Hand Dealer,2
2025,June,Bayside,3 Other,33 Retail,335 Supermarket,175
2025,June,Bayside,3 Other,33 Retail,336 Department Store,36
2025,June,Bayside,3 Other,33 Retail,337 Shopping Complex,43
2025,June,Bayside,3 Other,33 Retail,338 Car Sales Yard,2
2025,June,Bayside,3 Other,33 Retail,339 Milkbar,3
2025,June,Bayside,3 Other,34 Wholesale,341 Any Wholesale,5
2025,June,Bayside,3 Other,35 Warehousing/storage,351 Warehousing/Storage,10
2025,June,Bayside,3 Other,36 Manufacturing,361 Factory,15
2025,June,Bayside,3 Other,36 Manufacturing,362 Any Manufacturing,2
2025,June,Bayside,3 Other,38 Recreational,381 Licensed Premises,59
2025,June,Bayside,3 Other,38 Recreational,383 Cinema,1
2025,June,Bayside,3 Other,38 Recreational,384 Sport Area/Facility,20
2025,June,Bayside,3 Other,38 Recreational,385 Gaming Venue,6
2025,June,Bayside,3 Other,38 Recreational,386 Other Rec./Sports,16
2025,June,Bayside,3 Other,38 Recreational,387 Gym/Fitness,20
2025,June,Bayside,3 Other,39 Other location,391 Brothel/Sexual Services Premises,1
2025,June,Bayside,3 Other,39 Other location,392 Other Location (Not Elsewhere),21
2025,June,Bayside,3 Other,39 Other location,393 Construction Site,26
2025,June,Bayside,3 Other,39 Other location,394 Veterinary Clinic,1
2025,June,Benalla,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,42
2025,June,Benalla,1 Residential,11 Dwelling - private,112 House,389
2025,June,Benalla,1 Residential,11 Dwelling - private,113 Bungalow,3
2025,June,Benalla,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,1
2025,June,Benalla,1 Residential,11 Dwelling - private,116 Ministry Of Housing,5
2025,June,Benalla,1 Residential,11 Dwelling - private,117 Farm House,6
2025,June,Benalla,1 Residential,12 Dwelling  - non-private,122 Holiday Home,2
2025,June,Benalla,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,2
2025,June,Benalla,1 Residential,12 Dwelling  - non-private,127 Other Dwelling,1
2025,June,Benalla,1 Residential,13 Grounds/surrounding land,1310 Farm Building,4
2025,June,Benalla,1 Residential,13 Grounds/surrounding land,1311 Storage Cage,1
2025,June,Benalla,1 Residential,13 Grounds/surrounding land,132 Backyard,17
2025,June,Benalla,1 Residential,13 Grounds/surrounding land,133 Frontyard,43
2025,June,Benalla,1 Residential,13 Grounds/surrounding land,134 Garage,6
2025,June,Benalla,1 Residential,13 Grounds/surrounding land,135 Shed,22
2025,June,Benalla,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,4
2025,June,Benalla,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),5
2025,June,Benalla,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,30
2025,June,Benalla,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,1
2025,June,Benalla,2 Community,21 Education,211 School,11
2025,June,Benalla,2 Community,21 Education,212 School Grounds,10
2025,June,Benalla,2 Community,21 Education,213 Other Educational,1
2025,June,Benalla,2 Community,22 Health,221 Hospital,1
2025,June,Benalla,2 Community,22 Health,222 Medical Centre,1
2025,June,Benalla,2 Community,22 Health,224 Other Health,2
2025,June,Benalla,2 Community,23 Religious,231 Church,2
2025,June,Benalla,2 Community,24 Public Transport,241 Train,4
2025,June,Benalla,2 Community,24 Public Transport,2410 Rail Track,1
2025,June,Benalla,2 Community,24 Public Transport,242 Train Station,7
2025,June,Benalla,2 Community,24 Public Transport,243 Railway Carpark,1
2025,June,Benalla,2 Community,24 Public Transport,247 Freight Yard,1
2025,June,Benalla,2 Community,25 Other Transport,251 Private Car,1
2025,June,Benalla,2 Community,25 Other Transport,252 Airfield,4
2025,June,Benalla,2 Community,25 Other Transport,255 Carpark (Single Level),18
2025,June,Benalla,2 Community,25 Other Transport,257 Other Transport Type/Area,4
2025,June,Benalla,2 Community,26 Justice,261 Police Station,5
2025,June,Benalla,2 Community,26 Justice,262 Court,42
2025,June,Benalla,2 Community,26 Justice,265 Other Justice Facility,2
2025,June,Benalla,2 Community,27 Open Space,271 Parkland/Reserve,23
2025,June,Benalla,2 Community,27 Open Space,272 Rural,6
2025,June,Benalla,2 Community,27 Open Space,275 Other Open Space,8
2025,June,Benalla,2 Community,28 Street/footpath,281 Street/Lane/Footpath,185
2025,June,Benalla,2 Community,29 Other community location,292 Civic Centre,6
2025,June,Benalla,3 Other,31 Admin/professional,311 Business Office,6
2025,June,Benalla,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2025,June,Benalla,3 Other,32 Financial,321 Bank,1
2025,June,Benalla,3 Other,32 Financial,323 ATM/Eftpos,4
2025,June,Benalla,3 Other,33 Retail,331 Chemist/Pharmacy,1
2025,June,Benalla,3 Other,33 Retail,3310 24Hr Convenience,2
2025,June,Benalla,3 Other,33 Retail,3311 Restaurant/Fastfood,2
2025,June,Benalla,3 Other,33 Retail,3312 Other Retail,25
2025,June,Benalla,3 Other,33 Retail,332 Service Station,10
2025,June,Benalla,3 Other,33 Retail,333 Jeweller,1
2025,June,Benalla,3 Other,33 Retail,335 Supermarket,23
2025,June,Benalla,3 Other,33 Retail,336 Department Store,5
2025,June,Benalla,3 Other,33 Retail,337 Shopping Complex,3
2025,June,Benalla,3 Other,33 Retail,338 Car Sales Yard,3
2025,June,Benalla,3 Other,33 Retail,339 Milkbar,1
2025,June,Benalla,3 Other,34 Wholesale,341 Any Wholesale,1
2025,June,Benalla,3 Other,35 Warehousing/storage,351 Warehousing/Storage,6
2025,June,Benalla,3 Other,36 Manufacturing,361 Factory,5
2025,June,Benalla,3 Other,36 Manufacturing,362 Any Manufacturing,1
2025,June,Benalla,3 Other,37 Agricultural,371 Farmland/Agricultural,18
2025,June,Benalla,3 Other,37 Agricultural,373 Other Agricultural,4
2025,June,Benalla,3 Other,38 Recreational,381 Licensed Premises,12
2025,June,Benalla,3 Other,38 Recreational,384 Sport Area/Facility,9
2025,June,Benalla,3 Other,38 Recreational,385 Gaming Venue,2
2025,June,Benalla,3 Other,38 Recreational,386 Other Rec./Sports,9
2025,June,Benalla,3 Other,39 Other location,392 Other Location (Not Elsewhere),17
2025,June,Benalla,3 Other,39 Other location,393 Construction Site,4
2025,June,Benalla,3 Other,39 Other location,394 Veterinary Clinic,2
2025,June,Boroondara,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,497
2025,June,Boroondara,1 Residential,11 Dwelling - private,112 House,1937
2025,June,Boroondara,1 Residential,11 Dwelling - private,113 Bungalow,5
2025,June,Boroondara,1 Residential,11 Dwelling - private,115 Houseboat,1
2025,June,Boroondara,1 Residential,11 Dwelling - private,116 Ministry Of Housing,13
2025,June,Boroondara,1 Residential,12 Dwelling  - non-private,121 Boarding House,18
2025,June,Boroondara,1 Residential,12 Dwelling  - non-private,122 Holiday Home,3
2025,June,Boroondara,1 Residential,12 Dwelling  - non-private,123 Guest House,3
2025,June,Boroondara,1 Residential,12 Dwelling  - non-private,124 Nursing Home,21
2025,June,Boroondara,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,5
2025,June,Boroondara,1 Residential,12 Dwelling  - non-private,126 Sexual Services Premises,1
2025,June,Boroondara,1 Residential,12 Dwelling  - non-private,127 Other Dwelling,18
2025,June,Boroondara,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,3
2025,June,Boroondara,1 Residential,13 Grounds/surrounding land,1311 Storage Cage,43
2025,June,Boroondara,1 Residential,13 Grounds/surrounding land,132 Backyard,35
2025,June,Boroondara,1 Residential,13 Grounds/surrounding land,133 Frontyard,172
2025,June,Boroondara,1 Residential,13 Grounds/surrounding land,134 Garage,61
2025,June,Boroondara,1 Residential,13 Grounds/surrounding land,135 Shed,13
2025,June,Boroondara,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,21
2025,June,Boroondara,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),29
2025,June,Boroondara,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,364
2025,June,Boroondara,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,174
2025,June,Boroondara,2 Community,21 Education,211 School,54
2025,June,Boroondara,2 Community,21 Education,212 School Grounds,33
2025,June,Boroondara,2 Community,21 Education,213 Other Educational,22
2025,June,Boroondara,2 Community,22 Health,221 Hospital,12
2025,June,Boroondara,2 Community,22 Health,222 Medical Centre,15
2025,June,Boroondara,2 Community,22 Health,223 Dental,4
2025,June,Boroondara,2 Community,22 Health,224 Other Health,18
2025,June,Boroondara,2 Community,23 Religious,231 Church,17
2025,June,Boroondara,2 Community,23 Religious,232 Other religious,4
2025,June,Boroondara,2 Community,24 Public Transport,241 Train,14
2025,June,Boroondara,2 Community,24 Public Transport,2410 Rail Track,4
2025,June,Boroondara,2 Community,24 Public Transport,242 Train Station,88
2025,June,Boroondara,2 Community,24 Public Transport,243 Railway Carpark,8
2025,June,Boroondara,2 Community,24 Public Transport,244 Tram/Tram Stop,25
2025,June,Boroondara,2 Community,24 Public Transport,245 Bus/Bus Stop,6
2025,June,Boroondara,2 Community,24 Public Transport,248 Office (Public transport office Only),1
2025,June,Boroondara,2 Community,24 Public Transport,249 Taxi,1
2025,June,Boroondara,2 Community,25 Other Transport,251 Private Car,10
